,Node,Structure_Type,Structure_Name,Structure_Definition
68,as1border2,Routing_Policy,as3_to_as1,"{'name': 'as3_to_as1', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as3_to_as1~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'as3_community'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as3_to_as1 clause 100', 'vendorStructureId': {'filename': 'configs/as1border2.cfg', 'structureName': 'as3_to_as1 100', 'structureType': 'route-map-clause'}}]}}]}]}"
69,host2,VRF,default,"{'name': 'default', 'staticRoutes': [{'class': 'org.batfish.datamodel.StaticRoute', 'administrativeCost': 1, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'eth0', 'nextHopIp': '2.128.1.1', 'tag': -1}]}"
70,as2border1,Route_Filter_List,103,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '3.0.1.0/24', 'lengthRange': '24-24'}, {'action': 'PERMIT', 'ipWildcard': '3.0.2.0/24', 'lengthRange': '24-24'}], 'name': '103', 'vendorStructureId': {'filename': 'configs/as2border1.cfg', 'structureName': '103', 'structureType': 'extended ipv4 access-list'}}"
71,as2border2,IP_Access_List,OUTSIDE_TO_INSIDE,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'DENY', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '2.0.0.0/8'}}}, 'name': 'deny   ip 2.0.0.0 0.255.255.255 any', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'deny   ip 2.0.0.0 0.255.255.255 any', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': 'OUTSIDE_TO_INSIDE: deny   ip 2.0.0.0 0.255.255.255 any', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': 'OUTSIDE_TO_INSIDE: deny   ip 2.0.0.0 0.255.255.255 any', 'structureType': 'extended ipv4 access-list line'}}, {'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}}}, 'name': 'permit ip any any', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip any any', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': 'OUTSIDE_TO_INSIDE: permit ip any any', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': 'OUTSIDE_TO_INSIDE: permit ip any any', 'structureType': 'extended ipv4 access-list line'}}], 'name': 'OUTSIDE_TO_INSIDE', 'sourceName': 'OUTSIDE_TO_INSIDE', 'sourceType': 'extended ipv4 access-list'}"
72,as2border2,Route_Filter_List,inbound_route_filter,"{'lines': [{'action': 'DENY', 'ipWildcard': '2.0.0.0/8', 'lengthRange': '8-32'}, {'action': 'PERMIT', 'ipWildcard': '0.0.0.0/0', 'lengthRange': '0-32'}], 'name': 'inbound_route_filter', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': 'inbound_route_filter', 'structureType': 'ipv4 prefix-list'}}"
73,as2dist2,Routing_Policy,as2dist_to_dept,"{'name': 'as2dist_to_dept', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as2dist_to_dept~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': '105'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 50}}, {'class': 'org.batfish.datamodel.routing_policy.communities.SetCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetUnion', 'exprs': [{'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, {'class': 'org.batfish.datamodel.routing_policy.communities.LiteralCommunitySet', 'communitySet': ['2:65001']}]}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as2dist_to_dept clause 100', 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': 'as2dist_to_dept 100', 'structureType': 'route-map-clause'}}]}}]}]}"
74,as2dist2,Routing_Policy,dept_to_as2dist,"{'name': 'dept_to_as2dist', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~dept_to_as2dist~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'dept_community'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map dept_to_as2dist clause 100', 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': 'dept_to_as2dist 100', 'structureType': 'route-map-clause'}}]}}]}]}"
75,as1border2,Community_Set_Match_Expr,as4_community,"{'expr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunityMatchRegex', 'communityRendering': {'class': 'org.batfish.datamodel.routing_policy.communities.ColonSeparatedRendering'}, 'regex': '(,|\\{|\\}|^|$| )4:'}}"
76,host2,IP_Access_List,nat::OUTPUT,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.TrueExpr'}, 'name': 'default', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line default'}]}}], 'name': 'nat::OUTPUT'}"
77,host1,IP_Access_List,nat::OUTPUT,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.TrueExpr'}, 'name': 'default', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line default'}]}}], 'name': 'nat::OUTPUT'}"
78,as2border2,Community_Set_Match_Expr,as2_community,"{'expr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunityMatchRegex', 'communityRendering': {'class': 'org.batfish.datamodel.routing_policy.communities.ColonSeparatedRendering'}, 'regex': '(,|\\{|\\}|^|$| )2:'}}"
79,as1core1,VRF,default,"{'name': 'default', 'ospfProcesses': {'1': {'adminCosts': {'ospf': 110, 'ospfE1': 110, 'ospfE2': 110, 'ospfIA': 110, 'ospfIS': 110}, 'areas': {'1': {'injectDefaultRoute': True, 'interfaces': ['GigabitEthernet0/0', 'GigabitEthernet1/0', 'Loopback0'], 'metricOfDefaultRoute': 0, 'name': 1, 'stubType': 'NONE'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default:1~', 'processId': '1', 'referenceBandwidth': 100000000.0, 'routerId': '1.10.1.1', 'summaryAdminCost': 254, 'summaryDiscardMetric': 0}}, 'bgpProcess': {'ebgpAdminCost': 20, 'ibgpAdminCost': 200, 'localAdminCost': 200, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributionPolicy': '~BGP_REDISTRIBUTION_POLICY:default~', 'routerId': '1.10.1.1', 'clusterListAsIbgpCost': True, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'EXACT_PATH', 'multipathIbgp': True, 'neighbors': {'1.1.1.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 17432833, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as1', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:1.1.1.1~', 'routeReflectorClient': True}, 'localAs': 1, 'localIp': '1.10.1.1', 'peerAddress': '1.1.1.1', 'remoteAsns': '1'}, '1.2.2.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 17432833, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as1', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:1.2.2.2~', 'routeReflectorClient': True}, 'localAs': 1, 'localIp': '1.10.1.1', 'peerAddress': '1.2.2.2', 'remoteAsns': '1'}}, 'tieBreaker': 'ARRIVAL_ORDER'}, 'resolutionPolicy': '~RESOLUTION_POLICY~'}"
80,as2border2,VRF,default,"{'name': 'default', 'ospfProcesses': {'1': {'adminCosts': {'ospf': 110, 'ospfE1': 110, 'ospfE2': 110, 'ospfIA': 110, 'ospfIS': 110}, 'areas': {'1': {'injectDefaultRoute': True, 'interfaces': ['GigabitEthernet1/0', 'GigabitEthernet2/0', 'Loopback0'], 'metricOfDefaultRoute': 0, 'name': 1, 'stubType': 'NONE'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default:1~', 'processId': '1', 'referenceBandwidth': 100000000.0, 'routerId': '2.1.1.2', 'summaryAdminCost': 254, 'summaryDiscardMetric': 0}}, 'bgpProcess': {'ebgpAdminCost': 20, 'ibgpAdminCost': 200, 'localAdminCost': 200, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributionPolicy': '~BGP_REDISTRIBUTION_POLICY:default~', 'routerId': '2.1.1.2', 'aggregates': [{'network': '2.128.0.0/16', 'suppressionPolicy': '~suppress~rp~summary-only~'}], 'clusterListAsIbgpCost': True, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'EXACT_PATH', 'multipathIbgp': True, 'neighbors': {'2.1.2.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620226, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:2.1.2.1~', 'routeReflectorClient': False}, 'localAs': 2, 'localIp': '2.1.1.2', 'peerAddress': '2.1.2.1', 'remoteAsns': '2'}, '2.1.2.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620226, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:2.1.2.2~', 'routeReflectorClient': False}, 'localAs': 2, 'localIp': '2.1.1.2', 'peerAddress': '2.1.2.2', 'remoteAsns': '2'}, '10.23.21.3': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620226, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as3', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:10.23.21.3~', 'exportPolicySources': ['as2_to_as3'], 'importPolicy': 'as3_to_as2', 'importPolicySources': ['as3_to_as2'], 'routeReflectorClient': False}, 'localAs': 2, 'localIp': '10.23.21.2', 'peerAddress': '10.23.21.3', 'remoteAsns': '3'}}, 'tieBreaker': 'ARRIVAL_ORDER'}, 'resolutionPolicy': '~RESOLUTION_POLICY~'}"
81,as1border1,Community_Set_Match_Expr,as3_community,"{'expr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunityMatchRegex', 'communityRendering': {'class': 'org.batfish.datamodel.routing_policy.communities.ColonSeparatedRendering'}, 'regex': '(,|\\{|\\}|^|$| )3:'}}"
82,as2dept1,Routing_Policy,as2_to_dept,"{'name': 'as2_to_dept', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as2_to_dept~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'as2_community'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as2_to_dept clause 100', 'vendorStructureId': {'filename': 'configs/as2dept1.cfg', 'structureName': 'as2_to_dept 100', 'structureType': 'route-map-clause'}}]}}]}]}"
83,as1border2,Community_Set_Match_Expr,as3_community,"{'expr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunityMatchRegex', 'communityRendering': {'class': 'org.batfish.datamodel.routing_policy.communities.ColonSeparatedRendering'}, 'regex': '(,|\\{|\\}|^|$| )3:'}}"
84,host1,IP_Access_List,mangle::POSTROUTING,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.TrueExpr'}, 'name': 'default', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line default'}]}}], 'name': 'mangle::POSTROUTING'}"
85,as1border2,Routing_Policy,as2_to_as1,"{'name': 'as2_to_as1', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as2_to_as1~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'as2_community'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as2_to_as1 clause 100', 'vendorStructureId': {'filename': 'configs/as1border2.cfg', 'structureName': 'as2_to_as1 100', 'structureType': 'route-map-clause'}}]}}]}]}"
86,host2,IP_Access_List,mangle::POSTROUTING,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.TrueExpr'}, 'name': 'default', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line default'}]}}], 'name': 'mangle::POSTROUTING'}"
87,as3border1,Routing_Policy,as2_to_as3,"{'name': 'as2_to_as3', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as2_to_as3~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'as2_community'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as2_to_as3 clause 100', 'vendorStructureId': {'filename': 'configs/as3border1.cfg', 'structureName': 'as2_to_as3 100', 'structureType': 'route-map-clause'}}]}}]}]}"
88,as3border1,Route_Filter_List,103,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '3.0.1.0/24', 'lengthRange': '24-24'}, {'action': 'PERMIT', 'ipWildcard': '3.0.2.0/24', 'lengthRange': '24-24'}], 'name': '103', 'vendorStructureId': {'filename': 'configs/as3border1.cfg', 'structureName': '103', 'structureType': 'extended ipv4 access-list'}}"
89,as3border2,Community_Set_Match_Expr,as3_community,"{'expr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunityMatchRegex', 'communityRendering': {'class': 'org.batfish.datamodel.routing_policy.communities.ColonSeparatedRendering'}, 'regex': '(,|\\{|\\}|^|$| )3:'}}"
90,as3border1,Route_Filter_List,101,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '1.0.1.0/24', 'lengthRange': '24-24'}, {'action': 'PERMIT', 'ipWildcard': '1.0.2.0/24', 'lengthRange': '24-24'}], 'name': '101', 'vendorStructureId': {'filename': 'configs/as3border1.cfg', 'structureName': '101', 'structureType': 'extended ipv4 access-list'}}"
91,as3border1,Route_Filter_List,default_list,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '0.0.0.0/0', 'lengthRange': '0-0'}], 'name': 'default_list', 'vendorStructureId': {'filename': 'configs/as3border1.cfg', 'structureName': 'default_list', 'structureType': 'ipv4 prefix-list'}}"
92,as1border1,Route_Filter_List,102,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '2.0.0.0/8', 'lengthRange': '8-8'}, {'action': 'PERMIT', 'ipWildcard': '2.128.0.0/16', 'lengthRange': '16-16'}], 'name': '102', 'vendorStructureId': {'filename': 'configs/as1border1.cfg', 'structureName': '102', 'structureType': 'extended ipv4 access-list'}}"
93,host2,IP_Access_List,filter::FORWARD,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.TrueExpr'}, 'name': 'default', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line default'}]}}], 'name': 'filter::FORWARD'}"
94,as2border2,Route_Filter_List,101,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '1.0.1.0/24', 'lengthRange': '24-24'}, {'action': 'PERMIT', 'ipWildcard': '1.0.2.0/24', 'lengthRange': '24-24'}], 'name': '101', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': '101', 'structureType': 'extended ipv4 access-list'}}"
95,as1border2,Routing_Policy,as1_to_as2,"{'name': 'as1_to_as2', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as1_to_as2~1~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as1_to_as2~3~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': '103'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 50}}, {'class': 'org.batfish.datamodel.routing_policy.communities.SetCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetUnion', 'exprs': [{'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, {'class': 'org.batfish.datamodel.routing_policy.communities.LiteralCommunitySet', 'communitySet': ['1:2']}]}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as1_to_as2 clause 3', 'vendorStructureId': {'filename': 'configs/as1border2.cfg', 'structureName': 'as1_to_as2 3', 'structureType': 'route-map-clause'}}]}}]}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': '101'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 50}}, {'class': 'org.batfish.datamodel.routing_policy.communities.SetCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetUnion', 'exprs': [{'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, {'class': 'org.batfish.datamodel.routing_policy.communities.LiteralCommunitySet', 'communitySet': ['1:2']}]}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as1_to_as2 clause 1', 'vendorStructureId': {'filename': 'configs/as1border2.cfg', 'structureName': 'as1_to_as2 1', 'structureType': 'route-map-clause'}}]}}]}]}"
